66,111,223,933,1023,987,227
69,117,212,902,1023,1023,229
66,107,208,751,1023,1023,252
71,99,187,621,1023,878,181
76,94,175,595,1023,1023,269
65,109,209,702,1023,1023,225
73,96,179,581,877,880,160
72,82,160,485,987,732,120
75,75,147,415,969,910,183
70,82,135,345,849,756,135
72,105,205,524,1023,1023,236
66,94,173,442,872,951,185
63,83,152,547,977,850,200
68,76,131,451,816,703,148
67,113,208,561,1023,1023,227
70,98,179,469,873,882,164
68,89,155,399,728,725,121
69,80,128,333,746,999,217
72,121,248,1016,1023,1023,247
70,111,228,861,1023,1023,275
64,99,195,714,874,882,195
72,91,166,593,973,992,223
67,79,160,488,1023,835,161
68,80,150,412,951,771,166
64,102,159,340,1023,766,187
72,91,136,289,871,634,137
69,94,168,493,1023,1023,238
71,87,141,411,1015,889,173
63,96,169,537,1023,1023,275
67,87,147,446,874,990,200
65,78,133,416,792,905,212
68,70,113,351,657,751,156
70,66,100,293,546,624,114
70,112,201,614,1023,1023,239
71,99,172,511,871,880,167
68,89,149,425,725,992,225
65,123,244,1019,1023,832,192
67,119,229,861,1023,1023,252
71,104,198,713,1023,1023,251
68,90,170,592,871,1023,246
72,89,194,625,942,878,192
69,94,195,645,989,1023,201
69,96,175,536,1023,928,196
72,83,149,450,874,771,146
70,85,126,374,807,947,200
72,83,125,311,884,782,148
70,109,213,516,1023,1023,224
66,97,182,430,872,881,186
76,84,154,439,749,797,207
67,78,135,365,623,868,199
68,68,116,307,519,721,140
67,113,206,616,1023,1023,236
68,102,176,510,876,881,169
74,88,148,427,726,956,237
87,114,235,1007,1023,799,172
72,118,239,1018,1023,1023,254
65,105,205,858,878,881,180
72,89,175,714,722,730,137
69,84,158,589,1013,915,204
71,84,133,492,1021,752,150
67,95,162,412,1023,706,183
69,88,140,338,869,586,133
70,84,174,441,1023,1023,206
63,81,147,367,1023,879,165
66,97,170,542,1023,1023,262
71,88,144,452,876,876,187
69,82,129,442,743,729,135
68,79,132,420,636,916,210
72,73,110,351,528,763,156
70,113,215,720,1023,1023,275
63,105,180,594,877,878,170
72,91,175,496,727,752,180
55,105,218,944,1008,829,189
76,121,241,1009,1023,1023,213
73,101,207,852,1023,1007,233
71,92,176,706,1023,1023,247
73,84,191,581,866,910,273
70,97,200,681,985,1020,199
71,104,182,565,1023,970,190
70,89,162,468,871,813,139
73,79,139,392,727,915,200
72,80,126,328,872,761,182
71,87,143,384,930,1020,215
67,114,200,502,1023,1023,237
65,99,178,417,872,882,171
70,83,150,458,724,877,202
71,80,127,381,601,723,146
66,107,213,641,1023,1023,248
69,100,181,530,876,880,175
71,88,152,443,724,972,217
71,77,132,371,601,1010,201
73,117,235,1018,1023,1023,250
72,114,218,863,1023,1023,278
71,108,187,713,876,881,199
65,94,157,591,962,876,242
74,87,168,494,1020,756,178
71,79,140,345,870,585,134
72,71,122,290,718,741,202
73,99,186,501,1023,1023,228
72,84,160,419,1003,879,166
66,104,173,559,1023,1023,255
62,91,148,464,875,875,187
66,83,139,461,739,959,211
69,111,207,595,1023,1023,240
73,99,174,494,872,881,174
70,88,152,410,727,728,126
71,79,129,345,680,976,232
72,124,245,1019,1023,1023,226
68,108,235,886,1023,1023,280
63,97,197,734,1023,1023,272
71,89,168,608,868,1023,212
73,91,192,620,937,1023,215
69,102,186,626,994,1023,261
67,91,160,518,834,881,182
67,81,135,436,693,728,139
70,79,120,364,672,994,202
68,81,123,303,890,834,158
73,91,156,534,974,1023,261
74,83,145,425,740,1023,278
69,73,129,355,611,988,199
70,84,113,293,581,1023,310
65,113,198,601,1023,1023,216
69,100,170,499,872,878,160
86,110,231,1023,989,1023,198
68,106,203,863,1023,1023,298
69,96,176,715,871,1023,230
70,82,152,598,792,1023,247
67,85,146,490,984,964,181
72,77,139,411,860,800,147
71,90,129,345,941,882,171
70,81,110,290,778,733,128
67,96,155,441,1023,1023,233
62,84,140,369,913,880,188
72,93,144,563,1010,1023,272
71,78,127,469,850,1023,216
72,82,135,466,705,1020,256
69,78,119,386,586,1023,198
69,66,102,327,485,869,150
68,107,185,585,1023,1023,251
64,99,154,486,871,869,181
73,94,197,407,718,1016,195
71,111,215,744,791,1023,213
71,101,211,633,1023,1023,256
66,88,186,524,868,1023,281
69,88,155,439,723,1023,262
64,90,194,577,711,1023,294
68,94,177,596,847,1023,256
70,95,151,498,1023,1023,230
67,86,134,413,871,880,163
68,78,121,346,723,1023,249
70,76,114,293,621,874,183
65,95,168,445,1023,1023,224
76,86,143,378,865,1023,241
71,75,126,443,717,880,174
71,83,137,371,661,1023,262
71,74,119,311,548,874,189
71,105,187,575,1023,1023,291
69,90,163,474,874,880,203
64,81,141,396,725,1023,356
68,111,226,982,1019,1023,251
70,111,230,1018,1023,1023,323
66,103,197,857,875,1023,244
65,92,169,710,726,1014,172
71,83,156,589,987,1023,304
65,81,142,492,828,875,217
69,86,149,411,1023,1023,204
68,85,130,341,872,874,145
68,84,148,458,872,1023,305
71,103,128,384,1011,1001,232
63,81,125,469,892,1023,273
72,90,143,506,1023,1023,249
64,80,124,424,866,1018,181
72,95,136,441,722,1023,264
72,84,119,370,598,873,191
67,101,192,557,1023,1023,283
73,94,164,463,874,881,196
74,77,139,390,719,1023,390
62,112,218,902,1023,1023,273
57,116,242,1020,1023,1023,364
64,101,207,861,1023,1023,282
69,91,178,714,904,1023,284
71,92,169,596,753,1023,303
64,92,212,581,790,1023,309
66,100,181,480,1023,1023,215
68,85,155,405,872,881,157
68,78,135,339,722,1023,247
70,70,123,285,597,1023,226
70,74,122,241,593,872,166
67,105,178,488,1023,1023,234
67,95,154,405,870,1023,204
65,83,138,449,720,1023,254
67,78,117,375,600,872,181
68,112,187,610,1023,1023,293
66,101,166,507,912,879,211
71,90,135,422,723,1022,290
68,80,121,346,620,1023,327
79,113,237,1012,1023,1023,339
66,109,220,858,1023,1023,323
71,91,188,713,891,1023,230
68,84,162,589,839,1023,316
70,74,152,491,957,1011,226
70,95,141,409,1023,1023,220
69,88,116,341,870,876,172
72,77,107,287,721,729,128
73,98,150,462,1012,1023,295
71,88,136,386,851,882,212
66,89,150,448,1023,1023,239
67,80,134,372,873,1023,229
67,81,139,444,722,1023,251
67,76,120,369,601,876,178
66,107,183,514,1023,1023,260
68,94,155,428,874,994,223
68,83,165,389,725,832,163
57,93,203,324,625,1023,209
71,113,237,977,924,1023,190
67,99,213,816,1019,1023,270
73,90,182,677,861,1023,257
66,91,162,562,746,1023,313
67,95,183,595,817,1023,252
68,82,136,414,870,880,162
70,77,124,347,725,1023,232
70,72,119,292,596,874,169
71,98,172,468,1015,1023,223
73,88,149,389,858,1023,228
67,78,131,455,710,1023,240
72,72,113,384,586,1023,218
64,68,100,322,489,872,159
69,101,176,552,1023,1023,289
66,91,154,453,872,880,206
66,79,133,384,718,1023,336
62,112,236,1017,1005,1023,241
73,98,225,854,1023,1023,317
68,94,191,715,873,1023,237
60,83,164,588,757,1023,324
65,81,150,490,886,1023,231
68,82,133,411,738,871,166
71,98,150,400,1023,1023,204
62,87,139,332,865,880,174
71,89,158,463,1016,1023,258
69,79,162,391,856,881,188
73,75,141,418,872,1023,204
66,84,129,544,816,872,150
